"","oid","card","choice1","cost1","sq1","mplants1","hplants1","lnative1","hnative1","mpollin1","hpollin1","whiapp1","bluapp1","allapp1","av1","choice2","cost2","sq2","mplants2","hplants2","lnative2","hnative2","mpollin2","hpollin2","whiapp2","bluapp2","allapp2","av2","choice3","cost3","sq3","mplants3","hplants3","lnative3","hnative3","mpollin3","hpollin3","whiapp3","bluapp3","allapp3","av3","choice4","cost4","sq4","mplants4","hplants4","lnative4","hnative4","mpollin4","hpollin4","whiapp4","bluapp4","allapp4","av4","choice","asc1","asc2","asc3","asc4"
"2695",480,3,1,0,0,0,1,0,1,0,1,0,0,0,1,0,10,0,0,0,1,0,0,0,0,1,0,1,0,60,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2696",480,6,0,40,0,0,0,1,0,0,1,0,0,1,1,0,40,0,0,1,0,1,0,0,1,0,0,1,0,5,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"2697",480,7,0,5,0,1,0,0,1,0,0,1,0,0,1,0,40,0,1,0,0,1,0,1,0,0,1,1,0,10,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"2698",480,8,0,40,0,1,0,1,0,1,0,1,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,1,0,40,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"2699",480,10,0,60,0,0,1,1,0,1,0,0,1,0,1,0,20,0,0,1,0,0,1,0,0,0,1,1,0,5,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"2700",480,11,0,5,0,1,0,0,1,0,0,0,0,1,1,0,20,0,1,0,1,0,1,0,0,0,1,1,0,10,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"2701",481,3,1,0,0,0,1,0,1,0,1,0,0,0,1,0,10,0,0,0,1,0,0,0,0,1,0,1,0,60,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2702",481,6,1,40,0,0,0,1,0,0,1,0,0,1,1,0,40,0,0,1,0,1,0,0,1,0,0,1,0,5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2703",481,7,1,5,0,1,0,0,1,0,0,1,0,0,1,0,40,0,1,0,0,1,0,1,0,0,1,1,0,10,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2704",481,8,1,40,0,1,0,1,0,1,0,1,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,1,0,40,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2705",481,10,0,60,0,0,1,1,0,1,0,0,1,0,1,0,20,0,0,1,0,0,1,0,0,0,1,1,1,5,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2706",481,11,0,5,0,1,0,0,1,0,0,0,0,1,1,0,20,0,1,0,1,0,1,0,0,0,1,1,1,10,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2707",482,3,0,0,0,0,1,0,1,0,1,0,0,0,1,1,10,0,0,0,1,0,0,0,0,1,0,1,0,60,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2708",482,6,0,40,0,0,0,1,0,0,1,0,0,1,1,0,40,0,0,1,0,1,0,0,1,0,0,1,1,5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2709",482,7,0,5,0,1,0,0,1,0,0,1,0,0,1,1,40,0,1,0,0,1,0,1,0,0,1,1,0,10,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2710",482,8,0,40,0,1,0,1,0,1,0,1,0,0,1,1,5,0,0,0,0,0,0,1,0,0,0,1,0,40,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2711",482,10,0,60,0,0,1,1,0,1,0,0,1,0,1,1,20,0,0,1,0,0,1,0,0,0,1,1,0,5,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2712",482,11,0,5,0,1,0,0,1,0,0,0,0,1,1,1,20,0,1,0,1,0,1,0,0,0,1,1,0,10,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2713",483,3,1,0,0,0,1,0,1,0,1,0,0,0,1,0,10,0,0,0,1,0,0,0,0,1,0,1,0,60,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2714",483,6,1,40,0,0,0,1,0,0,1,0,0,1,1,0,40,0,0,1,0,1,0,0,1,0,0,1,0,5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2715",483,7,0,5,0,1,0,0,1,0,0,1,0,0,1,1,40,0,1,0,0,1,0,1,0,0,1,1,0,10,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2716",483,8,0,40,0,1,0,1,0,1,0,1,0,0,1,1,5,0,0,0,0,0,0,1,0,0,0,1,0,40,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2717",483,10,0,60,0,0,1,1,0,1,0,0,1,0,1,1,20,0,0,1,0,0,1,0,0,0,1,1,0,5,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2718",483,11,0,5,0,1,0,0,1,0,0,0,0,1,1,1,20,0,1,0,1,0,1,0,0,0,1,1,0,10,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2719",485,3,0,0,0,0,1,0,1,0,1,0,0,0,1,1,10,0,0,0,1,0,0,0,0,1,0,1,0,60,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2720",485,6,1,40,0,0,0,1,0,0,1,0,0,1,1,0,40,0,0,1,0,1,0,0,1,0,0,1,0,5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2721",485,7,1,5,0,1,0,0,1,0,0,1,0,0,1,0,40,0,1,0,0,1,0,1,0,0,1,1,0,10,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2722",485,8,1,40,0,1,0,1,0,1,0,1,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,1,0,40,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2723",485,10,0,60,0,0,1,1,0,1,0,0,1,0,1,1,20,0,0,1,0,0,1,0,0,0,1,1,0,5,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2724",485,11,1,5,0,1,0,0,1,0,0,0,0,1,1,0,20,0,1,0,1,0,1,0,0,0,1,1,0,10,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2725",486,3,0,0,0,0,1,0,1,0,1,0,0,0,1,1,10,0,0,0,1,0,0,0,0,1,0,1,0,60,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2726",486,6,0,40,0,0,0,1,0,0,1,0,0,1,1,0,40,0,0,1,0,1,0,0,1,0,0,1,1,5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2727",486,7,1,5,0,1,0,0,1,0,0,1,0,0,1,0,40,0,1,0,0,1,0,1,0,0,1,1,0,10,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2728",486,8,0,40,0,1,0,1,0,1,0,1,0,0,1,1,5,0,0,0,0,0,0,1,0,0,0,1,0,40,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2729",486,10,0,60,0,0,1,1,0,1,0,0,1,0,1,1,20,0,0,1,0,0,1,0,0,0,1,1,0,5,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2730",486,11,1,5,0,1,0,0,1,0,0,0,0,1,1,0,20,0,1,0,1,0,1,0,0,0,1,1,0,10,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2731",487,3,0,0,0,0,1,0,1,0,1,0,0,0,1,1,10,0,0,0,1,0,0,0,0,1,0,1,0,60,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2732",487,6,0,40,0,0,0,1,0,0,1,0,0,1,1,1,40,0,0,1,0,1,0,0,1,0,0,1,0,5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2733",487,7,0,5,0,1,0,0,1,0,0,1,0,0,1,1,40,0,1,0,0,1,0,1,0,0,1,1,0,10,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2734",487,8,0,40,0,1,0,1,0,1,0,1,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,1,1,40,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2735",487,10,0,60,0,0,1,1,0,1,0,0,1,0,1,1,20,0,0,1,0,0,1,0,0,0,1,1,0,5,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2736",487,11,0,5,0,1,0,0,1,0,0,0,0,1,1,0,20,0,1,0,1,0,1,0,0,0,1,1,1,10,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2737",488,3,1,0,0,0,1,0,1,0,1,0,0,0,1,0,10,0,0,0,1,0,0,0,0,1,0,1,0,60,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2738",488,6,1,40,0,0,0,1,0,0,1,0,0,1,1,0,40,0,0,1,0,1,0,0,1,0,0,1,0,5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2739",488,7,0,5,0,1,0,0,1,0,0,1,0,0,1,0,40,0,1,0,0,1,0,1,0,0,1,1,0,10,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"2740",488,8,0,40,0,1,0,1,0,1,0,1,0,0,1,1,5,0,0,0,0,0,0,1,0,0,0,1,0,40,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2741",488,10,0,60,0,0,1,1,0,1,0,0,1,0,1,0,20,0,0,1,0,0,1,0,0,0,1,1,1,5,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2742",488,11,0,5,0,1,0,0,1,0,0,0,0,1,1,0,20,0,1,0,1,0,1,0,0,0,1,1,0,10,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"2743",489,3,1,0,0,0,1,0,1,0,1,0,0,0,1,0,10,0,0,0,1,0,0,0,0,1,0,1,0,60,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2744",489,6,1,40,0,0,0,1,0,0,1,0,0,1,1,0,40,0,0,1,0,1,0,0,1,0,0,1,0,5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2745",489,7,0,5,0,1,0,0,1,0,0,1,0,0,1,1,40,0,1,0,0,1,0,1,0,0,1,1,0,10,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2746",489,8,1,40,0,1,0,1,0,1,0,1,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,1,0,40,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2747",489,10,0,60,0,0,1,1,0,1,0,0,1,0,1,1,20,0,0,1,0,0,1,0,0,0,1,1,0,5,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2748",489,11,0,5,0,1,0,0,1,0,0,0,0,1,1,1,20,0,1,0,1,0,1,0,0,0,1,1,0,10,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2749",490,3,1,0,0,0,1,0,1,0,1,0,0,0,1,0,10,0,0,0,1,0,0,0,0,1,0,1,0,60,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2750",490,6,1,40,0,0,0,1,0,0,1,0,0,1,1,0,40,0,0,1,0,1,0,0,1,0,0,1,0,5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2751",490,7,1,5,0,1,0,0,1,0,0,1,0,0,1,0,40,0,1,0,0,1,0,1,0,0,1,1,0,10,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2752",490,8,1,40,0,1,0,1,0,1,0,1,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,1,0,40,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2753",490,10,0,60,0,0,1,1,0,1,0,0,1,0,1,0,20,0,0,1,0,0,1,0,0,0,1,1,1,5,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2754",490,11,0,5,0,1,0,0,1,0,0,0,0,1,1,0,20,0,1,0,1,0,1,0,0,0,1,1,0,10,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"2755",491,3,1,0,0,0,1,0,1,0,1,0,0,0,1,0,10,0,0,0,1,0,0,0,0,1,0,1,0,60,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2756",491,6,0,40,0,0,0,1,0,0,1,0,0,1,1,0,40,0,0,1,0,1,0,0,1,0,0,1,1,5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2757",491,7,1,5,0,1,0,0,1,0,0,1,0,0,1,0,40,0,1,0,0,1,0,1,0,0,1,1,0,10,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2758",491,8,0,40,0,1,0,1,0,1,0,1,0,0,1,1,5,0,0,0,0,0,0,1,0,0,0,1,0,40,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2759",491,10,0,60,0,0,1,1,0,1,0,0,1,0,1,1,20,0,0,1,0,0,1,0,0,0,1,1,0,5,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2760",491,11,1,5,0,1,0,0,1,0,0,0,0,1,1,0,20,0,1,0,1,0,1,0,0,0,1,1,0,10,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2761",492,3,0,0,0,0,1,0,1,0,1,0,0,0,1,1,10,0,0,0,1,0,0,0,0,1,0,1,0,60,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2762",492,6,0,40,0,0,0,1,0,0,1,0,0,1,1,1,40,0,0,1,0,1,0,0,1,0,0,1,0,5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2763",492,7,0,5,0,1,0,0,1,0,0,1,0,0,1,1,40,0,1,0,0,1,0,1,0,0,1,1,0,10,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2764",492,8,0,40,0,1,0,1,0,1,0,1,0,0,1,1,5,0,0,0,0,0,0,1,0,0,0,1,0,40,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2765",492,10,0,60,0,0,1,1,0,1,0,0,1,0,1,1,20,0,0,1,0,0,1,0,0,0,1,1,0,5,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2766",492,11,0,5,0,1,0,0,1,0,0,0,0,1,1,1,20,0,1,0,1,0,1,0,0,0,1,1,0,10,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2767",493,3,0,0,0,0,1,0,1,0,1,0,0,0,1,0,10,0,0,0,1,0,0,0,0,1,0,1,1,60,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2768",493,6,1,40,0,0,0,1,0,0,1,0,0,1,1,0,40,0,0,1,0,1,0,0,1,0,0,1,0,5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2769",493,7,0,5,0,1,0,0,1,0,0,1,0,0,1,1,40,0,1,0,0,1,0,1,0,0,1,1,0,10,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2770",493,8,0,40,0,1,0,1,0,1,0,1,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,1,1,40,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2771",493,10,0,60,0,0,1,1,0,1,0,0,1,0,1,1,20,0,0,1,0,0,1,0,0,0,1,1,0,5,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2772",493,11,0,5,0,1,0,0,1,0,0,0,0,1,1,1,20,0,1,0,1,0,1,0,0,0,1,1,0,10,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2773",494,3,1,0,0,0,1,0,1,0,1,0,0,0,1,0,10,0,0,0,1,0,0,0,0,1,0,1,0,60,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2774",494,6,0,40,0,0,0,1,0,0,1,0,0,1,1,0,40,0,0,1,0,1,0,0,1,0,0,1,1,5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2775",494,7,1,5,0,1,0,0,1,0,0,1,0,0,1,0,40,0,1,0,0,1,0,1,0,0,1,1,0,10,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2776",494,8,0,40,0,1,0,1,0,1,0,1,0,0,1,1,5,0,0,0,0,0,0,1,0,0,0,1,0,40,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2777",494,10,0,60,0,0,1,1,0,1,0,0,1,0,1,1,20,0,0,1,0,0,1,0,0,0,1,1,0,5,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2778",494,11,1,5,0,1,0,0,1,0,0,0,0,1,1,0,20,0,1,0,1,0,1,0,0,0,1,1,0,10,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2779",495,3,1,0,0,0,1,0,1,0,1,0,0,0,1,0,10,0,0,0,1,0,0,0,0,1,0,1,0,60,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2780",495,6,0,40,0,0,0,1,0,0,1,0,0,1,1,0,40,0,0,1,0,1,0,0,1,0,0,1,1,5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2781",495,7,0,5,0,1,0,0,1,0,0,1,0,0,1,1,40,0,1,0,0,1,0,1,0,0,1,1,0,10,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2782",495,8,0,40,0,1,0,1,0,1,0,1,0,0,1,1,5,0,0,0,0,0,0,1,0,0,0,1,0,40,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2783",495,10,0,60,0,0,1,1,0,1,0,0,1,0,1,0,20,0,0,1,0,0,1,0,0,0,1,1,1,5,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2784",495,11,0,5,0,1,0,0,1,0,0,0,0,1,1,0,20,0,1,0,1,0,1,0,0,0,1,1,1,10,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2785",496,3,1,0,0,0,1,0,1,0,1,0,0,0,1,0,10,0,0,0,1,0,0,0,0,1,0,1,0,60,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2786",496,6,0,40,0,0,0,1,0,0,1,0,0,1,1,0,40,0,0,1,0,1,0,0,1,0,0,1,1,5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2787",496,7,0,5,0,1,0,0,1,0,0,1,0,0,1,1,40,0,1,0,0,1,0,1,0,0,1,1,0,10,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2788",496,8,0,40,0,1,0,1,0,1,0,1,0,0,1,1,5,0,0,0,0,0,0,1,0,0,0,1,0,40,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2789",496,10,0,60,0,0,1,1,0,1,0,0,1,0,1,0,20,0,0,1,0,0,1,0,0,0,1,1,1,5,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2790",496,11,0,5,0,1,0,0,1,0,0,0,0,1,1,0,20,0,1,0,1,0,1,0,0,0,1,1,1,10,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2791",497,3,1,0,0,0,1,0,1,0,1,0,0,0,1,0,10,0,0,0,1,0,0,0,0,1,0,1,0,60,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2792",497,6,0,40,0,0,0,1,0,0,1,0,0,1,1,1,40,0,0,1,0,1,0,0,1,0,0,1,0,5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2793",497,7,0,5,0,1,0,0,1,0,0,1,0,0,1,1,40,0,1,0,0,1,0,1,0,0,1,1,0,10,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2794",497,8,0,40,0,1,0,1,0,1,0,1,0,0,1,1,5,0,0,0,0,0,0,1,0,0,0,1,0,40,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2795",497,10,0,60,0,0,1,1,0,1,0,0,1,0,1,0,20,0,0,1,0,0,1,0,0,0,1,1,1,5,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2796",497,11,0,5,0,1,0,0,1,0,0,0,0,1,1,0,20,0,1,0,1,0,1,0,0,0,1,1,1,10,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2797",498,3,0,0,0,0,1,0,1,0,1,0,0,0,1,1,10,0,0,0,1,0,0,0,0,1,0,1,0,60,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2798",498,6,0,40,0,0,0,1,0,0,1,0,0,1,1,0,40,0,0,1,0,1,0,0,1,0,0,1,1,5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2799",498,7,1,5,0,1,0,0,1,0,0,1,0,0,1,0,40,0,1,0,0,1,0,1,0,0,1,1,0,10,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2800",498,8,0,40,0,1,0,1,0,1,0,1,0,0,1,1,5,0,0,0,0,0,0,1,0,0,0,1,0,40,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2801",498,10,0,60,0,0,1,1,0,1,0,0,1,0,1,0,20,0,0,1,0,0,1,0,0,0,1,1,1,5,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2802",498,11,0,5,0,1,0,0,1,0,0,0,0,1,1,0,20,0,1,0,1,0,1,0,0,0,1,1,0,10,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"2803",499,3,0,0,0,0,1,0,1,0,1,0,0,0,1,1,10,0,0,0,1,0,0,0,0,1,0,1,0,60,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2804",499,6,1,40,0,0,0,1,0,0,1,0,0,1,1,0,40,0,0,1,0,1,0,0,1,0,0,1,0,5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"2805",499,7,0,5,0,1,0,0,1,0,0,1,0,0,1,1,40,0,1,0,0,1,0,1,0,0,1,1,0,10,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"2806",499,8,0,40,0,1,0,1,0,1,0,1,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,1,1,40,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
