"","id","oid","ind","alt","block","card","plants","native","pollin","appear","cost","choice","sq","city","Income","sur","type","freqv","timev","travelt","PlantGuess","plrich","NativeGuess","natper","ColourGuess","PollinGuess","Gender","age","AgeLevel","Education","Employment","CNS_ScaleMean","Charity","park...34","park...35","visittime","traveltime","dogs","adults","child","Task","plantsA","plantsB","plantsC","plantsD","nativeA","nativeB","nativeC","nativeD","pollinA","pollinB","pollinC","pollinD","appearA","appearB","appearC","appearD","costA","costB","costC","costD","ID"
"2783",2999,125,116,3,1,12,0,0,1,3,5,1,0,2,52000,4,3,1,60,-999,11,10,75,0.675,5,5,1,3,35,5,1,5.461538462,0,"St_Andrews_Annual",14,60,NA,0,2,1,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,116
"2785",3001,126,117,1,1,1,1,0,1,2,20,1,0,2,5200,4,2,1,0,10,30,22,100,0.8106061,3,4,1,3,35,3,2,6.615384615,0,"Horfield_Common_Perrenial",5,0,10,0,3,1,1,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,117
"2789",3005,126,117,1,1,2,0,1,2,3,60,1,0,2,5200,4,2,1,0,10,30,22,100,0.8106061,3,4,1,3,35,3,2,6.615384615,0,"Horfield_Common_Perrenial",5,0,10,0,3,1,2,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,117
"2794",3010,126,117,2,1,4,1,-1,2,2,5,1,0,2,5200,4,2,1,0,10,30,22,100,0.8106061,3,4,1,3,35,3,2,6.615384615,0,"Horfield_Common_Perrenial",5,0,10,0,3,1,3,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,117
"2797",3013,126,117,1,1,5,2,-1,2,2,20,1,0,2,5200,4,2,1,0,10,30,22,100,0.8106061,3,4,1,3,35,3,2,6.615384615,0,"Horfield_Common_Perrenial",5,0,10,0,3,1,4,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,117
"2803",3019,126,117,3,1,9,0,0,2,2,60,1,0,2,5200,4,2,1,0,10,30,22,100,0.8106061,3,4,1,3,35,3,2,6.615384615,0,"Horfield_Common_Perrenial",5,0,10,0,3,1,5,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,117
"2807",3023,126,117,3,1,12,0,0,1,3,5,1,0,2,5200,4,2,1,0,10,30,22,100,0.8106061,3,4,1,3,35,3,2,6.615384615,0,"Horfield_Common_Perrenial",5,0,10,0,3,1,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,117
"2809",3025,127,118,1,1,1,1,0,1,2,20,1,0,2,10400,4,2,2,5,10,30,22,50,0.8106061,4,5,0,4,45,5,1,5.307692308,1,"Horfield_Common_Perrenial",5,5,10,0,1,0,1,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,118
"2815",3031,127,118,3,1,2,2,-1,1,1,20,1,0,2,10400,4,2,2,5,10,30,22,50,0.8106061,4,5,0,4,45,5,1,5.307692308,1,"Horfield_Common_Perrenial",5,5,10,0,1,0,2,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,118
"2818",3034,127,118,2,1,4,1,-1,2,2,5,1,0,2,10400,4,2,2,5,10,30,22,50,0.8106061,4,5,0,4,45,5,1,5.307692308,1,"Horfield_Common_Perrenial",5,5,10,0,1,0,3,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,118
"2822",3038,127,118,2,1,5,0,1,1,1,10,1,0,2,10400,4,2,2,5,10,30,22,50,0.8106061,4,5,0,4,45,5,1,5.307692308,1,"Horfield_Common_Perrenial",5,5,10,0,1,0,4,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,118
"2825",3041,127,118,1,1,9,2,0,0,0,10,1,0,2,10400,4,2,2,5,10,30,22,50,0.8106061,4,5,0,4,45,5,1,5.307692308,1,"Horfield_Common_Perrenial",5,5,10,0,1,0,5,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,118
"2831",3047,127,118,3,1,12,0,0,1,3,5,1,0,2,10400,4,2,2,5,10,30,22,50,0.8106061,4,5,0,4,45,5,1,5.307692308,1,"Horfield_Common_Perrenial",5,5,10,0,1,0,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,118
"2835",3051,128,119,3,1,1,2,0,1,2,5,1,0,2,26000,4,2,2,1,10,21,22,75,0.8106061,3,4,0,4,45,5,1,3,0,"Horfield_Common_Perrenial",5,1,10,0,2,0,1,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,119
"2838",3054,128,119,2,1,2,1,0,0,0,0,1,0,2,26000,4,2,2,1,10,21,22,75,0.8106061,3,4,0,4,45,5,1,3,0,"Horfield_Common_Perrenial",5,1,10,0,2,0,2,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,119
"2844",3060,128,119,4,1,4,0,0,0,0,0,1,1,2,26000,4,2,2,1,10,21,22,75,0.8106061,3,4,0,4,45,5,1,3,0,"Horfield_Common_Perrenial",5,1,10,0,2,0,3,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,119
"2846",3062,128,119,2,1,5,0,1,1,1,10,1,0,2,26000,4,2,2,1,10,21,22,75,0.8106061,3,4,0,4,45,5,1,3,0,"Horfield_Common_Perrenial",5,1,10,0,2,0,4,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,119
"2850",3066,128,119,2,1,9,2,0,0,2,5,1,0,2,26000,4,2,2,1,10,21,22,75,0.8106061,3,4,0,4,45,5,1,3,0,"Horfield_Common_Perrenial",5,1,10,0,2,0,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,119
"2855",3071,128,119,3,1,12,0,0,1,3,5,1,0,2,26000,4,2,2,1,10,21,22,75,0.8106061,3,4,0,4,45,5,1,3,0,"Horfield_Common_Perrenial",5,1,10,0,2,0,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,119
"2859",3075,129,120,3,1,1,2,0,1,2,5,1,0,2,52000,4,2,1,1,-999,11,22,100,0.8106061,3,4,0,4,45,5,1,4.692307692,0,"Horfield_Common_Perrenial",5,1,NA,0,3,1,1,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,120
"2863",3079,129,120,3,1,2,2,-1,1,1,20,1,0,2,52000,4,2,1,1,-999,11,22,100,0.8106061,3,4,0,4,45,5,1,4.692307692,0,"Horfield_Common_Perrenial",5,1,NA,0,3,1,2,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,120
"2866",3082,129,120,2,1,4,1,-1,2,2,5,1,0,2,52000,4,2,1,1,-999,11,22,100,0.8106061,3,4,0,4,45,5,1,4.692307692,0,"Horfield_Common_Perrenial",5,1,NA,0,3,1,3,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,120
"2870",3086,129,120,2,1,5,0,1,1,1,10,1,0,2,52000,4,2,1,1,-999,11,22,100,0.8106061,3,4,0,4,45,5,1,4.692307692,0,"Horfield_Common_Perrenial",5,1,NA,0,3,1,4,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,120
"2874",3090,129,120,2,1,9,2,0,0,2,5,1,0,2,52000,4,2,1,1,-999,11,22,100,0.8106061,3,4,0,4,45,5,1,4.692307692,0,"Horfield_Common_Perrenial",5,1,NA,0,3,1,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,120
"2879",3095,129,120,3,1,12,0,0,1,3,5,1,0,2,52000,4,2,1,1,-999,11,22,100,0.8106061,3,4,0,4,45,5,1,4.692307692,0,"Horfield_Common_Perrenial",5,1,NA,0,3,1,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,120
"2883",3099,130,121,3,1,1,2,0,1,2,5,1,0,2,26000,4,2,4,0,5,11,22,75,0.8106061,3,5,0,4,45,3,1,5.461538462,0,"Horfield_Common_Perrenial",5,0,5,0,3,2,1,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,121
"2887",3103,130,121,3,1,2,2,-1,1,1,20,1,0,2,26000,4,2,4,0,5,11,22,75,0.8106061,3,5,0,4,45,3,1,5.461538462,0,"Horfield_Common_Perrenial",5,0,5,0,3,2,2,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,121
"2890",3106,130,121,2,1,4,1,-1,2,2,5,1,0,2,26000,4,2,4,0,5,11,22,75,0.8106061,3,5,0,4,45,3,1,5.461538462,0,"Horfield_Common_Perrenial",5,0,5,0,3,2,3,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,121
"2893",3109,130,121,1,1,5,2,-1,2,2,20,1,0,2,26000,4,2,4,0,5,11,22,75,0.8106061,3,5,0,4,45,3,1,5.461538462,0,"Horfield_Common_Perrenial",5,0,5,0,3,2,4,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,121
"2898",3114,130,121,2,1,9,2,0,0,2,5,1,0,2,26000,4,2,4,0,5,11,22,75,0.8106061,3,5,0,4,45,3,1,5.461538462,0,"Horfield_Common_Perrenial",5,0,5,0,3,2,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,121
"2903",3119,130,121,3,1,12,0,0,1,3,5,1,0,2,26000,4,2,4,0,5,11,22,75,0.8106061,3,5,0,4,45,3,1,5.461538462,0,"Horfield_Common_Perrenial",5,0,5,0,3,2,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,121
"2905",3121,131,122,1,1,1,1,0,1,2,20,1,0,2,-999,4,2,1,1,-999,11,22,100,0.8106061,2,5,0,5,55,3,4,6.923076923,1,"Horfield_Common_Perrenial",5,1,NA,0,2,0,1,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,122
"2909",3125,131,122,1,1,2,0,1,2,3,60,1,0,2,-999,4,2,1,1,-999,11,22,100,0.8106061,2,5,0,5,55,3,4,6.923076923,1,"Horfield_Common_Perrenial",5,1,NA,0,2,0,2,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,122
"2914",3130,131,122,2,1,4,1,-1,2,2,5,1,0,2,-999,4,2,1,1,-999,11,22,100,0.8106061,2,5,0,5,55,3,4,6.923076923,1,"Horfield_Common_Perrenial",5,1,NA,0,2,0,3,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,122
"2917",3133,131,122,1,1,5,2,-1,2,2,20,1,0,2,-999,4,2,1,1,-999,11,22,100,0.8106061,2,5,0,5,55,3,4,6.923076923,1,"Horfield_Common_Perrenial",5,1,NA,0,2,0,4,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,122
"2923",3139,131,122,3,1,9,0,0,2,2,60,1,0,2,-999,4,2,1,1,-999,11,22,100,0.8106061,2,5,0,5,55,3,4,6.923076923,1,"Horfield_Common_Perrenial",5,1,NA,0,2,0,5,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,122
"2927",3143,131,122,3,1,12,0,0,1,3,5,1,0,2,-999,4,2,1,1,-999,11,22,100,0.8106061,2,5,0,5,55,3,4,6.923076923,1,"Horfield_Common_Perrenial",5,1,NA,0,2,0,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,122
"2929",3145,132,123,1,1,1,1,0,1,2,20,1,0,3,15559,1,3,5,30,20,11,27,50,0.7430556,5,5,0,5,55,6,4,5.769230769,1,"Inch_Park_Annual",6,30,20,1,1,0,1,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,123
"2933",3149,132,123,1,1,2,0,1,2,3,60,1,0,3,15559,1,3,5,30,20,11,27,50,0.7430556,5,5,0,5,55,6,4,5.769230769,1,"Inch_Park_Annual",6,30,20,1,1,0,2,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,123
"2938",3154,132,123,2,1,4,1,-1,2,2,5,1,0,3,15559,1,3,5,30,20,11,27,50,0.7430556,5,5,0,5,55,6,4,5.769230769,1,"Inch_Park_Annual",6,30,20,1,1,0,3,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,123
"2941",3157,132,123,1,1,5,2,-1,2,2,20,1,0,3,15559,1,3,5,30,20,11,27,50,0.7430556,5,5,0,5,55,6,4,5.769230769,1,"Inch_Park_Annual",6,30,20,1,1,0,4,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,123
"2947",3163,132,123,3,1,9,0,0,2,2,60,1,0,3,15559,1,3,5,30,20,11,27,50,0.7430556,5,5,0,5,55,6,4,5.769230769,1,"Inch_Park_Annual",6,30,20,1,1,0,5,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,123
"2951",3167,132,123,3,1,12,0,0,1,3,5,1,0,3,15559,1,3,5,30,20,11,27,50,0.7430556,5,5,0,5,55,6,4,5.769230769,1,"Inch_Park_Annual",6,30,20,1,1,0,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,123
"2955",3171,133,124,3,1,1,2,0,1,2,5,1,0,3,10400,1,3,2,2,10,11,27,75,0.7430556,3,4,0,6,65,6,4,4.769230769,1,"Inch_Park_Annual",6,2,10,0,1,0,1,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,124
"2959",3175,133,124,3,1,2,2,-1,1,1,20,1,0,3,10400,1,3,2,2,10,11,27,75,0.7430556,3,4,0,6,65,6,4,4.769230769,1,"Inch_Park_Annual",6,2,10,0,1,0,2,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,124
"2962",3178,133,124,2,1,4,1,-1,2,2,5,1,0,3,10400,1,3,2,2,10,11,27,75,0.7430556,3,4,0,6,65,6,4,4.769230769,1,"Inch_Park_Annual",6,2,10,0,1,0,3,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,124
"2968",3184,133,124,4,1,5,0,0,0,0,0,1,1,3,10400,1,3,2,2,10,11,27,75,0.7430556,3,4,0,6,65,6,4,4.769230769,1,"Inch_Park_Annual",6,2,10,0,1,0,4,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,124
"2970",3186,133,124,2,1,9,2,0,0,2,5,1,0,3,10400,1,3,2,2,10,11,27,75,0.7430556,3,4,0,6,65,6,4,4.769230769,1,"Inch_Park_Annual",6,2,10,0,1,0,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,124
"2975",3191,133,124,3,1,12,0,0,1,3,5,1,0,3,10400,1,3,2,2,10,11,27,75,0.7430556,3,4,0,6,65,6,4,4.769230769,1,"Inch_Park_Annual",6,2,10,0,1,0,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,124
"2979",3195,134,125,3,1,1,2,0,1,2,5,1,0,3,20800,1,3,5,5,15,6,27,100,0.7430556,5,2,1,3,35,1,1,3.769230769,0,"Inch_Park_Annual",6,5,15,0,2,1,1,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,125
"2982",3198,134,125,2,1,2,1,0,0,0,0,1,0,3,20800,1,3,5,5,15,6,27,100,0.7430556,5,2,1,3,35,1,1,3.769230769,0,"Inch_Park_Annual",6,5,15,0,2,1,2,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,125
"2987",3203,134,125,3,1,4,1,1,0,0,40,1,0,3,20800,1,3,5,5,15,6,27,100,0.7430556,5,2,1,3,35,1,1,3.769230769,0,"Inch_Park_Annual",6,5,15,0,2,1,3,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,125
"2990",3206,134,125,2,1,5,0,1,1,1,10,1,0,3,20800,1,3,5,5,15,6,27,100,0.7430556,5,2,1,3,35,1,1,3.769230769,0,"Inch_Park_Annual",6,5,15,0,2,1,4,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,125
"2993",3209,134,125,1,1,9,2,0,0,0,10,1,0,3,20800,1,3,5,5,15,6,27,100,0.7430556,5,2,1,3,35,1,1,3.769230769,0,"Inch_Park_Annual",6,5,15,0,2,1,5,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,125
"2999",3215,134,125,3,1,12,0,0,1,3,5,1,0,3,20800,1,3,5,5,15,6,27,100,0.7430556,5,2,1,3,35,1,1,3.769230769,0,"Inch_Park_Annual",6,5,15,0,2,1,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,125
"3003",3219,135,126,3,1,1,2,0,1,2,5,1,0,3,5200,1,3,1,0,0,11,27,100,0.7430556,2,5,1,5,55,1,4,4.615384615,0,"Inch_Park_Annual",6,0,0,2,3,0,1,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,126
"3005",3221,135,126,1,1,2,0,1,2,3,60,1,0,3,5200,1,3,1,0,0,11,27,100,0.7430556,2,5,1,5,55,1,4,4.615384615,0,"Inch_Park_Annual",6,0,0,2,3,0,2,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,126
"3010",3226,135,126,2,1,4,1,-1,2,2,5,1,0,3,5200,1,3,1,0,0,11,27,100,0.7430556,2,5,1,5,55,1,4,4.615384615,0,"Inch_Park_Annual",6,0,0,2,3,0,3,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,126
"3013",3229,135,126,1,1,5,2,-1,2,2,20,1,0,3,5200,1,3,1,0,0,11,27,100,0.7430556,2,5,1,5,55,1,4,4.615384615,0,"Inch_Park_Annual",6,0,0,2,3,0,4,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,126
"3017",3233,135,126,1,1,9,2,0,0,0,10,1,0,3,5200,1,3,1,0,0,11,27,100,0.7430556,2,5,1,5,55,1,4,4.615384615,0,"Inch_Park_Annual",6,0,0,2,3,0,5,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,126
"3022",3238,135,126,2,1,12,2,-1,2,0,60,1,0,3,5200,1,3,1,0,0,11,27,100,0.7430556,2,5,1,5,55,1,4,4.615384615,0,"Inch_Park_Annual",6,0,0,2,3,0,6,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,126
"3027",3243,136,127,3,1,1,2,0,1,2,5,1,0,3,52000,1,2,1,10,1,11,24,75,0.6818182,3,5,0,4,45,5,3,4.384615385,0,"Pilrig_Perrenial",12,10,1,1,2,0,1,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,127
"3030",3246,136,127,2,1,2,1,0,0,0,0,1,0,3,52000,1,2,1,10,1,11,24,75,0.6818182,3,5,0,4,45,5,3,4.384615385,0,"Pilrig_Perrenial",12,10,1,1,2,0,2,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,127
"3036",3252,136,127,4,1,4,0,0,0,0,0,1,1,3,52000,1,2,1,10,1,11,24,75,0.6818182,3,5,0,4,45,5,3,4.384615385,0,"Pilrig_Perrenial",12,10,1,1,2,0,3,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,127
"3038",3254,136,127,2,1,5,0,1,1,1,10,1,0,3,52000,1,2,1,10,1,11,24,75,0.6818182,3,5,0,4,45,5,3,4.384615385,0,"Pilrig_Perrenial",12,10,1,1,2,0,4,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,127
"3044",3260,136,127,4,1,9,0,0,0,0,0,1,1,3,52000,1,2,1,10,1,11,24,75,0.6818182,3,5,0,4,45,5,3,4.384615385,0,"Pilrig_Perrenial",12,10,1,1,2,0,5,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,127
"3047",3263,136,127,3,1,12,0,0,1,3,5,1,0,3,52000,1,2,1,10,1,11,24,75,0.6818182,3,5,0,4,45,5,3,4.384615385,0,"Pilrig_Perrenial",12,10,1,1,2,0,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,127
"3051",3267,137,128,3,1,1,2,0,1,2,5,1,0,3,2500,1,2,5,20,120,11,24,75,0.6818182,3,4,1,1,18,3,2,4.923076923,0,"Pilrig_Perrenial",12,20,120,0,6,0,1,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,128
"3055",3271,137,128,3,1,2,2,-1,1,1,20,1,0,3,2500,1,2,5,20,120,11,24,75,0.6818182,3,4,1,1,18,3,2,4.923076923,0,"Pilrig_Perrenial",12,20,120,0,6,0,2,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,128
"3058",3274,137,128,2,1,4,1,-1,2,2,5,1,0,3,2500,1,2,5,20,120,11,24,75,0.6818182,3,4,1,1,18,3,2,4.923076923,0,"Pilrig_Perrenial",12,20,120,0,6,0,3,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,128
"3062",3278,137,128,2,1,5,0,1,1,1,10,1,0,3,2500,1,2,5,20,120,11,24,75,0.6818182,3,4,1,1,18,3,2,4.923076923,0,"Pilrig_Perrenial",12,20,120,0,6,0,4,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,128
"3066",3282,137,128,2,1,9,2,0,0,2,5,1,0,3,2500,1,2,5,20,120,11,24,75,0.6818182,3,4,1,1,18,3,2,4.923076923,0,"Pilrig_Perrenial",12,20,120,0,6,0,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,128
"3072",3288,137,128,4,1,12,0,0,0,0,0,1,1,3,2500,1,2,5,20,120,11,24,75,0.6818182,3,4,1,1,18,3,2,4.923076923,0,"Pilrig_Perrenial",12,20,120,0,6,0,6,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,128
"3075",3291,138,129,3,1,1,2,0,1,2,5,1,0,3,15559,1,2,2,15,8,11,24,75,0.6818182,4,5,0,6,65,3,4,5.461538462,0,"Pilrig_Perrenial",12,15,8,0,2,0,1,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,129
"3079",3295,138,129,3,1,2,2,-1,1,1,20,1,0,3,15559,1,2,2,15,8,11,24,75,0.6818182,4,5,0,6,65,3,4,5.461538462,0,"Pilrig_Perrenial",12,15,8,0,2,0,2,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,129
"3082",3298,138,129,2,1,4,1,-1,2,2,5,1,0,3,15559,1,2,2,15,8,11,24,75,0.6818182,4,5,0,6,65,3,4,5.461538462,0,"Pilrig_Perrenial",12,15,8,0,2,0,3,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,129
"3086",3302,138,129,2,1,5,0,1,1,1,10,1,0,3,15559,1,2,2,15,8,11,24,75,0.6818182,4,5,0,6,65,3,4,5.461538462,0,"Pilrig_Perrenial",12,15,8,0,2,0,4,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,129
"3090",3306,138,129,2,1,9,2,0,0,2,5,1,0,3,15559,1,2,2,15,8,11,24,75,0.6818182,4,5,0,6,65,3,4,5.461538462,0,"Pilrig_Perrenial",12,15,8,0,2,0,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,129
"3093",3309,138,129,1,1,12,0,0,1,0,10,1,0,3,15559,1,2,2,15,8,11,24,75,0.6818182,4,5,0,6,65,3,4,5.461538462,0,"Pilrig_Perrenial",12,15,8,0,2,0,6,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,129
"3099",3315,139,130,3,1,1,2,0,1,2,5,1,0,3,15559,1,2,2,3,2,11,24,50,0.6818182,3,5,0,5,55,3,1,6.692307692,0,"Pilrig_Perrenial",12,3,2,0,1,0,1,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,130
"3103",3319,139,130,3,1,2,2,-1,1,1,20,1,0,3,15559,1,2,2,3,2,11,24,50,0.6818182,3,5,0,5,55,3,1,6.692307692,0,"Pilrig_Perrenial",12,3,2,0,1,0,2,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,130
"3106",3322,139,130,2,1,4,1,-1,2,2,5,1,0,3,15559,1,2,2,3,2,11,24,50,0.6818182,3,5,0,5,55,3,1,6.692307692,0,"Pilrig_Perrenial",12,3,2,0,1,0,3,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,130
"3109",3325,139,130,1,1,5,2,-1,2,2,20,1,0,3,15559,1,2,2,3,2,11,24,50,0.6818182,3,5,0,5,55,3,1,6.692307692,0,"Pilrig_Perrenial",12,3,2,0,1,0,4,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,130
"3114",3330,139,130,2,1,9,2,0,0,2,5,1,0,3,15559,1,2,2,3,2,11,24,50,0.6818182,3,5,0,5,55,3,1,6.692307692,0,"Pilrig_Perrenial",12,3,2,0,1,0,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,130
"3119",3335,139,130,3,1,12,0,0,1,3,5,1,0,3,15559,1,2,2,3,2,11,24,50,0.6818182,3,5,0,5,55,3,1,6.692307692,0,"Pilrig_Perrenial",12,3,2,0,1,0,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,130
"3121",3337,140,131,1,1,1,1,0,1,2,20,1,0,3,10400,1,2,3,20,20,6,24,50,0.6818182,4,2,1,2,25,1,1,5.923076923,0,"Pilrig_Perrenial",12,20,20,0,2,3,1,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,131
"3125",3341,140,131,1,1,2,0,1,2,3,60,1,0,3,10400,1,2,3,20,20,6,24,50,0.6818182,4,2,1,2,25,1,1,5.923076923,0,"Pilrig_Perrenial",12,20,20,0,2,3,2,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,131
"3131",3347,140,131,3,1,4,1,1,0,0,40,1,0,3,10400,1,2,3,20,20,6,24,50,0.6818182,4,2,1,2,25,1,1,5.923076923,0,"Pilrig_Perrenial",12,20,20,0,2,3,3,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,131
"3134",3350,140,131,2,1,5,0,1,1,1,10,1,0,3,10400,1,2,3,20,20,6,24,50,0.6818182,4,2,1,2,25,1,1,5.923076923,0,"Pilrig_Perrenial",12,20,20,0,2,3,4,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,131
"3138",3354,140,131,2,1,9,2,0,0,2,5,1,0,3,10400,1,2,3,20,20,6,24,50,0.6818182,4,2,1,2,25,1,1,5.923076923,0,"Pilrig_Perrenial",12,20,20,0,2,3,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,131
"3141",3357,140,131,1,1,12,0,0,1,0,10,1,0,3,10400,1,2,3,20,20,6,24,50,0.6818182,4,2,1,2,25,1,1,5.923076923,0,"Pilrig_Perrenial",12,20,20,0,2,3,6,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,131
